customer_id,customer_name,email,city,region,segment,signup_date,source_file,source_system,ingestion_timestamp,ingestion_id
C0145,Ishaan Jain,ishaan.jain145@example.com,Bengaluru,South,Corporate,2025-12-25,customers.json,RetailMart,2026-07-21T13:08:30,4677ba01-b49e-4628-8ecc-74c5d0f5f05c
C0146,Zoya Gupta,zoya.gupta146@example.com,Jaipur,North,Consumer,2025-09-14,customers.json,RetailMart,2026-07-21T13:08:30,f3aa29cf-4320-4742-9bcf-0ca93c471883
C0147,Diya Joshi,diya.joshi147@example.com,Kolkata,East,Home Office,2024-01-26,customers.json,RetailMart,2026-07-21T13:08:30,8c4cfcb3-fef1-400a-a97d-ed7ecb446fa1
C0148,Zoya Saxena,zoya.saxena148@example.com,Ahmedabad,West,Corporate,2024-06-19,customers.json,RetailMart,2026-07-21T13:08:30,fe00fe62-0b45-4b39-86fd-793393c7f3a4
C0149,Yash Kapoor,yash.kapoor149@example.com,Kolkata,East,Home Office,2025-08-22,customers.json,RetailMart,2026-07-21T13:08:30,db8e742e-d041-4fb4-99dd-708c5c242c6c
C0150,Ishaan Joshi,ishaan.joshi150@example.com,Kolkata,East,Corporate,2024-02-12,customers.json,RetailMart,2026-07-21T13:08:30,e74ae117-6209-40ce-a183-e4bd16c4b134
C0151,Meera Singh,meera.singh151@example.com,Pune,West,Home Office,2025-09-16,customers.json,RetailMart,2026-07-21T13:08:30,170e7358-eaca-4ef2-91f5-8630adbf0d7d
C0152,Meera Singh,meera.singh152@example.com,Kolkata,East,Corporate,2024-07-24,customers.json,RetailMart,2026-07-21T13:08:30,549ef94a-c2f8-4dbd-9af7-9170c860b54a
C0153,Priya Gupta,priya.gupta153@example.com,Delhi,North,Corporate,2025-10-31,customers.json,RetailMart,2026-07-21T13:08:30,a217d7b4-f456-4886-8078-a80c46b33cd1
C0154,Rahul Jain,rahul.jain154@example.com,Hyderabad,South,Consumer,2024-08-02,customers.json,RetailMart,2026-07-21T13:08:30,52d9eede-820c-4a83-88e4-9087bf798445
C0155,Diya Gupta,diya.gupta155@example.com,Mumbai,West,Corporate,2024-11-13,customers.json,RetailMart,2026-07-21T13:08:30,f56c527a-b833-4819-96bc-cfe26f8ea46d
C0156,Diya Gupta,diya.gupta156@example.com,Lucknow,North,Consumer,2025-04-28,customers.json,RetailMart,2026-07-21T13:08:30,1ae21193-8afc-4308-93aa-8c2fe8d1b040
C0157,Saanvi Patel,saanvi.patel157@example.com,Chennai,South,Home Office,2024-04-02,customers.json,RetailMart,2026-07-21T13:08:30,362f4846-a233-4ddb-8956-8212052f630a
C0158,Saanvi Sharma,saanvi.sharma158@example.com,Kolkata,East,Consumer,2025-02-10,customers.json,RetailMart,2026-07-21T13:08:30,5df8e854-2908-4c8f-b9ba-7035edf9580b
C0159,Rohan Saxena,rohan.saxena159@example.com,Chennai,South,Home Office,2025-01-03,customers.json,RetailMart,2026-07-21T13:08:30,c8f54fbe-a567-4152-b4a8-6afb95299bd3
C0160,Rohan Joshi,rohan.joshi160@example.com,Jaipur,North,Consumer,2025-07-26,customers.json,RetailMart,2026-07-21T13:08:30,3adb4184-93f1-4034-bda4-4f8f967b9a5d
C0161,Priya Kapoor,priya.kapoor161@example.com,Hyderabad,South,Corporate,2025-12-28,customers.json,RetailMart,2026-07-21T13:08:30,f9a9468c-ef2b-4bc4-86b7-c1bc800352eb
C0162,Zoya Saxena,zoya.saxena162@example.com,Ahmedabad,West,Consumer,2025-04-29,customers.json,RetailMart,2026-07-21T13:08:30,68ec81ff-0f2c-45d5-8982-dce00d5a104a
C0163,Meera Singh,meera.singh163@example.com,Kolkata,East,Corporate,2024-10-25,customers.json,RetailMart,2026-07-21T13:08:30,e5d793ce-9239-41ad-a016-8ade2d924c34
C0164,Aarav Kapoor,aarav.kapoor164@example.com,Kolkata,East,Corporate,2024-10-23,customers.json,RetailMart,2026-07-21T13:08:30,087a17d3-f170-4dd9-82b0-9fbb6f773201
C0165,Rohan Mehta,rohan.mehta165@example.com,Bhopal,Central,Corporate,2024-11-01,customers.json,RetailMart,2026-07-21T13:08:30,c432fd62-12d5-48e4-a4ba-61333b1b2245
C0166,Zoya Sharma,zoya.sharma166@example.com,Mumbai,West,Corporate,2025-08-17,customers.json,RetailMart,2026-07-21T13:08:30,4eb88079-dc03-49a5-a4ec-277471bcee43
C0167,Aarav Verma,aarav.verma167@example.com,Chandigarh,North,Home Office,2024-08-22,customers.json,RetailMart,2026-07-21T13:08:30,266d7541-897c-4b99-8500-2944b974640e
C0168,Diya Joshi,diya.joshi168@example.com,Chennai,South,Consumer,2024-05-01,customers.json,RetailMart,2026-07-21T13:08:30,543f2b80-2ce1-4633-80e5-d42e5a32746c
C0169,Nikhil Kapoor,nikhil.kapoor169@example.com,Jaipur,North,Corporate,2024-09-01,customers.json,RetailMart,2026-07-21T13:08:30,710394d9-0fed-42ea-a022-71be9adfa1c5
C0170,Tanvi Patel,tanvi.patel170@example.com,Bengaluru,South,Corporate,2024-01-17,customers.json,RetailMart,2026-07-21T13:08:30,e2301014-eedf-48e8-b1fe-36e6f4636c0c
C0171,Nikhil Kapoor,nikhil.kapoor171@example.com,Chennai,South,Corporate,2024-03-18,customers.json,RetailMart,2026-07-21T13:08:30,f1251c05-b35f-49bf-9163-6811198abc5f
C0172,Varun Sharma,varun.sharma172@example.com,Delhi,North,Home Office,2024-03-06,customers.json,RetailMart,2026-07-21T13:08:30,4e7f6e8f-df30-44aa-b884-2da6a7ba37e8
C0173,Aditi Patel,aditi.patel173@example.com,Ahmedabad,West,Consumer,2025-07-17,customers.json,RetailMart,2026-07-21T13:08:30,15459096-a84f-4da3-9acd-7662cbc1b374
C0174,Ananya Sharma,ananya.sharma174@example.com,Bhopal,Central,Consumer,2025-06-11,customers.json,RetailMart,2026-07-21T13:08:30,584dd604-fad2-4d1c-898b-a361bd09ef0c
C0175,Kavya Sharma,kavya.sharma175@example.com,Bengaluru,South,Home Office,2025-05-23,customers.json,RetailMart,2026-07-21T13:08:30,15e54085-fb62-4aff-8e03-7f00eb6df707
C0176,Meera Mehta,meera.mehta176@example.com,Mumbai,West,Corporate,2024-12-03,customers.json,RetailMart,2026-07-21T13:08:30,2e2f373a-753e-45e9-93d1-a461a8a6f55e
C0177,Arjun Saxena,arjun.saxena177@example.com,Bhopal,Central,Consumer,2025-06-07,customers.json,RetailMart,2026-07-21T13:08:30,403638fc-fbc8-4467-90d5-a13263ed6f46
C0178,Nikhil Patel,nikhil.patel178@example.com,Kolkata,East,Consumer,2024-04-27,customers.json,RetailMart,2026-07-21T13:08:30,f8c1b6e3-b52c-4daa-bae1-c54dcf01dcca
C0179,Arjun Mehta,arjun.mehta179@example.com,Chandigarh,North,Corporate,2025-10-19,customers.json,RetailMart,2026-07-21T13:08:30,3e8f9997-2235-4a44-abeb-0f1f173e9d1b
C0180,Aarav Singh,aarav.singh180@example.com,Delhi,North,Home Office,2024-12-31,customers.json,RetailMart,2026-07-21T13:08:30,a8e4f784-6e96-46c8-ae8a-b55c6243f7ba
C0181,Rohan Kapoor,rohan.kapoor181@example.com,Bhopal,Central,Home Office,2025-11-15,customers.json,RetailMart,2026-07-21T13:08:30,ad2eac08-f683-4d2a-a6e4-a76d164cd42f
C0182,Ananya Saxena,ananya.saxena182@example.com,Bengaluru,South,Home Office,2024-04-21,customers.json,RetailMart,2026-07-21T13:08:30,5ce6681a-fcd6-4b0a-b197-b1688372fb00
C0183,Meera Verma,meera.verma183@example.com,Bhopal,Central,Home Office,2024-12-29,customers.json,RetailMart,2026-07-21T13:08:30,567a830a-a520-446b-aaf3-2a02918997df
C0184,Arjun Saxena,arjun.saxena184@example.com,Pune,West,Consumer,2025-05-23,customers.json,RetailMart,2026-07-21T13:08:30,091a3c00-ec69-4843-91a5-b94af59eb95c
C0185,Zoya Kapoor,zoya.kapoor185@example.com,Hyderabad,South,Home Office,2024-12-27,customers.json,RetailMart,2026-07-21T13:08:30,1865d59c-572a-4da1-ba99-2c43418f283e
C0186,Ananya Jain,ananya.jain186@example.com,Hyderabad,South,Home Office,2024-11-21,customers.json,RetailMart,2026-07-21T13:08:30,508957f9-eba8-469d-acfc-91feec0cfa92
C0187,Aarav Kapoor,aarav.kapoor187@example.com,Hyderabad,South,Corporate,2024-05-01,customers.json,RetailMart,2026-07-21T13:08:30,145fec33-8591-42a3-862d-6320a4dffe35
C0188,Saanvi Patel,saanvi.patel188@example.com,Delhi,North,Home Office,2024-10-05,customers.json,RetailMart,2026-07-21T13:08:30,e5ad331e-eb1b-4af0-8257-7750fd02a845
C0189,Diya Kapoor,diya.kapoor189@example.com,Kolkata,East,Consumer,2024-06-23,customers.json,RetailMart,2026-07-21T13:08:30,bf03535b-f3d0-4461-9603-2192ae065431
C0190,Yash Singh,yash.singh190@example.com,Lucknow,North,Home Office,2024-08-08,customers.json,RetailMart,2026-07-21T13:08:30,aa40da22-dfea-40cf-8386-c5f2bc174bd5
C0191,Varun Joshi,varun.joshi191@example.com,Ahmedabad,West,Corporate,2025-05-14,customers.json,RetailMart,2026-07-21T13:08:30,ed1fddf4-27c0-4108-aadd-285843000e3b
C0192,Nikhil Patel,nikhil.patel192@example.com,Lucknow,North,Consumer,2025-04-05,customers.json,RetailMart,2026-07-21T13:08:30,356e0b0f-b857-4fb9-90df-731c16e4e8e6
C0193,Nikhil Joshi,nikhil.joshi193@example.com,Delhi,North,Consumer,2025-03-19,customers.json,RetailMart,2026-07-21T13:08:30,72a9fc5a-c9c1-4987-9fa6-7dca7e7bb918
C0194,Rohan Patel,rohan.patel194@example.com,Kolkata,East,Consumer,2024-09-21,customers.json,RetailMart,2026-07-21T13:08:30,5716b67f-d217-4748-8d64-301461c5a9e8
C0195,Rahul Mehta,rahul.mehta195@example.com,Kolkata,East,Corporate,2025-12-01,customers.json,RetailMart,2026-07-21T13:08:30,e0c0a0e9-b4d5-4505-8a4c-fdc42f63291f
C0196,Riya Singh,riya.singh196@example.com,Bengaluru,South,Corporate,2024-03-04,customers.json,RetailMart,2026-07-21T13:08:30,2a9bd63b-94ff-40a0-9ee3-d7c56dab9421
C0197,Nikhil Jain,nikhil.jain197@example.com,Pune,West,Consumer,2024-09-07,customers.json,RetailMart,2026-07-21T13:08:30,27067850-58e6-412b-b4a8-924b84e72e53
C0198,Kavya Verma,kavya.verma198@example.com,Ahmedabad,West,Consumer,2024-03-27,customers.json,RetailMart,2026-07-21T13:08:30,46f3aac6-6e98-4288-a5b2-7437f3ac222a
C0199,Saanvi Joshi,saanvi.joshi199@example.com,Lucknow,North,Home Office,2024-09-04,customers.json,RetailMart,2026-07-21T13:08:30,f174e0e5-53af-4715-9a1c-a63cb3808e7b
C0200,Varun Joshi,varun.joshi200@example.com,Bengaluru,South,Corporate,2025-12-03,customers.json,RetailMart,2026-07-21T13:08:30,aae84c47-7828-4376-9741-758362342032
C0201,Ananya Singh,ananya.singh201@example.com,Jaipur,North,Consumer,2024-09-24,customers.json,RetailMart,2026-07-21T13:08:30,fe72edc9-050b-4a7f-9ec0-4ac4df105840
C0202,Meera Singh,meera.singh202@example.com,Chennai,South,Home Office,2025-10-25,customers.json,RetailMart,2026-07-21T13:08:30,aa0d8a80-c68c-4237-b9da-8e829bc7ed27
C0203,Riya Joshi,riya.joshi203@example.com,Chandigarh,North,Home Office,2024-12-27,customers.json,RetailMart,2026-07-21T13:08:30,ac14ca86-78cc-4c7d-ab06-638b060806c9
C0204,Riya Kapoor,riya.kapoor204@example.com,Ahmedabad,West,Home Office,2025-05-25,customers.json,RetailMart,2026-07-21T13:08:30,6d35d44b-1ec7-449d-aded-1e4820129fef
C0205,Rahul Patel,rahul.patel205@example.com,Ahmedabad,West,Home Office,2024-11-29,customers.json,RetailMart,2026-07-21T13:08:30,e50e007a-25fb-4df9-9f60-164763f202ea
C0206,Nikhil Singh,nikhil.singh206@example.com,Kolkata,East,Corporate,2024-07-13,customers.json,RetailMart,2026-07-21T13:08:30,25953563-4a51-40cf-8aad-11926ec725fd
C0207,Arjun Gupta,arjun.gupta207@example.com,Bengaluru,South,Corporate,2025-07-11,customers.json,RetailMart,2026-07-21T13:08:30,63862621-e638-4695-9dc3-aeef0c62a12b
C0208,Zoya Mehta,zoya.mehta208@example.com,Delhi,North,Consumer,2025-12-08,customers.json,RetailMart,2026-07-21T13:08:30,a1b267e7-4ff7-4103-84f2-e5bd33473c53
C0209,Varun Singh,varun.singh209@example.com,Bengaluru,South,Home Office,2024-07-11,customers.json,RetailMart,2026-07-21T13:08:30,518e52ed-9922-4fb7-aa0d-0b73b2e96333
C0210,Yash Saxena,yash.saxena210@example.com,Chandigarh,North,Corporate,2025-07-22,customers.json,RetailMart,2026-07-21T13:08:30,dd92e917-5685-4825-a95f-2fba8949bf81
C0211,Kavya Singh,kavya.singh211@example.com,Delhi,North,Consumer,2024-07-09,customers.json,RetailMart,2026-07-21T13:08:30,10e03af8-c063-4bb6-bdf8-fecbc91e55cd
C0212,Ishaan Singh,ishaan.singh212@example.com,Hyderabad,South,Consumer,2025-06-07,customers.json,RetailMart,2026-07-21T13:08:30,bfee91a0-95e6-4950-a5c5-1759d12d8050
C0213,Zoya Mehta,zoya.mehta213@example.com,Lucknow,North,Corporate,2025-07-29,customers.json,RetailMart,2026-07-21T13:08:30,d76ae0b6-f499-4962-b3a3-2ccab240b537
C0214,Aditi Jain,aditi.jain214@example.com,Jaipur,North,Corporate,2024-11-24,customers.json,RetailMart,2026-07-21T13:08:30,32319880-c4bf-4ff3-be1d-382e93f03db1
C0215,Diya Joshi,diya.joshi215@example.com,Lucknow,North,Consumer,2025-06-21,customers.json,RetailMart,2026-07-21T13:08:30,46e4482d-193d-40b5-a4b1-0a934677276a
C0216,Priya Joshi,priya.joshi216@example.com,Jaipur,North,Corporate,2024-07-17,customers.json,RetailMart,2026-07-21T13:08:30,133a6576-0d95-4527-8c1a-4a3c4e56dfd4
C0217,Rahul Mehta,rahul.mehta217@example.com,Kolkata,East,Consumer,2024-02-27,customers.json,RetailMart,2026-07-21T13:08:30,56c3c114-aeaa-487b-ab61-fcf64dfff770
C0218,Varun Verma,varun.verma218@example.com,Pune,West,Consumer,2024-03-11,customers.json,RetailMart,2026-07-21T13:08:30,51050390-aeb5-4201-b234-1934f76d6099
C0219,Varun Verma,varun.verma219@example.com,Chennai,South,Home Office,2024-11-22,customers.json,RetailMart,2026-07-21T13:08:30,36aeb031-46cb-4c46-8846-84b3746cb2ef
C0220,Aditi Mehta,aditi.mehta220@example.com,Bhopal,Central,Consumer,2025-10-20,customers.json,RetailMart,2026-07-21T13:08:30,24ba6984-8670-4b5f-b89a-af99f3695a22
C0221,Priya Verma,priya.verma221@example.com,Chandigarh,North,Consumer,2024-04-03,customers.json,RetailMart,2026-07-21T13:08:30,fa2d8fe2-83fc-4ddc-b11b-015ddf6d27cb
C0222,Zoya Kapoor,zoya.kapoor222@example.com,Delhi,North,Home Office,2024-11-28,customers.json,RetailMart,2026-07-21T13:08:30,3824b276-1961-4485-bab0-a67885d14d0b
C0223,Meera Jain,meera.jain223@example.com,Chandigarh,North,Corporate,2025-05-28,customers.json,RetailMart,2026-07-21T13:08:30,4906db70-eeeb-447f-be01-2a26161f1081
C0224,Tanvi Singh,tanvi.singh224@example.com,Kolkata,East,Home Office,2024-05-27,customers.json,RetailMart,2026-07-21T13:08:30,afdca67d-ec6e-407a-a8ae-b193edc23fb2
C0225,Priya Saxena,priya.saxena225@example.com,Chennai,South,Home Office,2025-06-10,customers.json,RetailMart,2026-07-21T13:08:30,60a6a542-cdc2-4cd5-85b3-a32ccdaa6856
C0226,Arjun Gupta,arjun.gupta226@example.com,Jaipur,North,Home Office,2024-08-11,customers.json,RetailMart,2026-07-21T13:08:30,c4be8307-b537-46a8-9243-b914382e3428
C0227,Nikhil Verma,nikhil.verma227@example.com,Bengaluru,South,Consumer,2025-08-13,customers.json,RetailMart,2026-07-21T13:08:30,82672562-c6b2-4bb7-aa63-fc4d20fb5b47
C0228,Ishaan Jain,ishaan.jain228@example.com,Bengaluru,South,Consumer,2025-02-26,customers.json,RetailMart,2026-07-21T13:08:30,8dcafa17-b7a3-42bf-b0e6-4d6c8ac8e48c
C0229,Aarav Kapoor,aarav.kapoor229@example.com,Mumbai,West,Corporate,2025-02-03,customers.json,RetailMart,2026-07-21T13:08:30,95d0c020-52ac-4212-82dc-08f3c7f6a4b4
C0230,Varun Singh,varun.singh230@example.com,Lucknow,North,Consumer,2024-05-09,customers.json,RetailMart,2026-07-21T13:08:30,af3bef60-857c-4e5a-ab00-e2a4895285e6
C0231,Priya Singh,priya.singh231@example.com,Bengaluru,South,Home Office,2024-12-04,customers.json,RetailMart,2026-07-21T13:08:30,f085338b-332e-4875-961a-8211b55f5422
C0232,Ananya Gupta,ananya.gupta232@example.com,Kolkata,East,Corporate,2025-09-17,customers.json,RetailMart,2026-07-21T13:08:30,6bd9b8f4-5d23-4d78-8a8d-ce2a2f58adb0
C0233,Kavya Kapoor,kavya.kapoor233@example.com,Bhopal,Central,Consumer,2024-01-15,customers.json,RetailMart,2026-07-21T13:08:30,464e746f-b105-4e9f-8b90-6ecc9ba45981
C0234,Meera Mehta,meera.mehta234@example.com,Ahmedabad,West,Corporate,2025-07-07,customers.json,RetailMart,2026-07-21T13:08:30,0f4f964f-e637-47fd-8eca-60d08ca1b8a3
C0235,Ananya Sharma,ananya.sharma235@example.com,Mumbai,West,Consumer,2024-12-25,customers.json,RetailMart,2026-07-21T13:08:30,ffe77b82-29a2-4c4d-b5a6-0a25b2539fc2
C0236,Priya Joshi,priya.joshi236@example.com,Pune,West,Consumer,2025-06-09,customers.json,RetailMart,2026-07-21T13:08:30,c55d0b00-0a52-439c-9f56-91cdda79ef7f
C0237,Priya Kapoor,priya.kapoor237@example.com,Kolkata,East,Corporate,2025-04-29,customers.json,RetailMart,2026-07-21T13:08:30,97be0664-c23c-47fb-8bd4-90187ed1da47
C0238,Zoya Joshi,zoya.joshi238@example.com,Ahmedabad,West,Corporate,2024-11-11,customers.json,RetailMart,2026-07-21T13:08:30,2d14fa64-d6e3-4a68-9a57-126312764d60
C0239,Aditi Kapoor,aditi.kapoor239@example.com,Delhi,North,Home Office,2024-08-13,customers.json,RetailMart,2026-07-21T13:08:30,365944ab-be39-4f56-bca5-37570dadf38c
C0240,Nikhil Sharma,nikhil.sharma240@example.com,Hyderabad,South,Consumer,2025-04-02,customers.json,RetailMart,2026-07-21T13:08:30,43bbf38e-5011-40f1-b887-b0848c2d8b60
C0241,Aarav Singh,aarav.singh241@example.com,Bengaluru,South,Home Office,2024-04-12,customers.json,RetailMart,2026-07-21T13:08:30,d303a2cb-c422-47d7-8901-7a569876452b
C0242,Ishaan Joshi,ishaan.joshi242@example.com,Jaipur,North,Home Office,2025-03-02,customers.json,RetailMart,2026-07-21T13:08:30,25372ab2-597c-4180-85c1-f9b497c73c04
C0243,Tanvi Singh,tanvi.singh243@example.com,Bhopal,Central,Consumer,2024-03-10,customers.json,RetailMart,2026-07-21T13:08:30,f517351f-bd6f-4c23-9e7e-0984ea8049ab
C0244,Saanvi Joshi,saanvi.joshi244@example.com,Chandigarh,North,Consumer,2025-04-19,customers.json,RetailMart,2026-07-21T13:08:30,4623203d-4c06-4cd6-8752-a83110a6acbb
C0245,Riya Kapoor,riya.kapoor245@example.com,Kolkata,East,Corporate,2025-04-03,customers.json,RetailMart,2026-07-21T13:08:30,f6e54171-928e-42ec-aac7-7372b77f4e3f
C0246,Arjun Mehta,arjun.mehta246@example.com,Hyderabad,South,Corporate,2024-03-02,customers.json,RetailMart,2026-07-21T13:08:30,03ca36c6-316f-419f-a1e8-e2a5eb508200
C0247,Varun Singh,varun.singh247@example.com,Chennai,South,Home Office,2025-07-06,customers.json,RetailMart,2026-07-21T13:08:30,51d5a805-fbec-4c11-a527-3321e99c614e
C0248,Zoya Sharma,zoya.sharma248@example.com,Chennai,South,Corporate,2024-10-30,customers.json,RetailMart,2026-07-21T13:08:30,87e0f18d-9d84-4ea5-b0a4-f2c4688f35be
C0249,Rahul Singh,rahul.singh249@example.com,Delhi,North,Corporate,2025-07-28,customers.json,RetailMart,2026-07-21T13:08:30,73cf5593-a2cd-41bd-a130-9e8a512042f3
C0250,Rohan Jain,rohan.jain250@example.com,Delhi,North,Consumer,2024-01-31,customers.json,RetailMart,2026-07-21T13:08:30,b1072c02-c28b-4ae4-a7e9-cd90827e526b
C0251,Zoya Joshi,zoya.joshi251@example.com,Bhopal,Central,Corporate,2024-05-11,customers.json,RetailMart,2026-07-21T13:08:30,ae8bfa0a-d5c3-4704-8ae9-4e9ad28e9036
C0252,Kavya Jain,kavya.jain252@example.com,Jaipur,North,Corporate,2024-12-26,customers.json,RetailMart,2026-07-21T13:08:30,d7b6ee42-65e8-4b01-9486-da35574a39f4
C0253,Varun Joshi,varun.joshi253@example.com,Chandigarh,North,Consumer,2024-05-17,customers.json,RetailMart,2026-07-21T13:08:30,5f59b507-cae9-4777-b72f-a463553d2fd5
C0254,Nikhil Jain,nikhil.jain254@example.com,Bengaluru,South,Consumer,2024-08-28,customers.json,RetailMart,2026-07-21T13:08:30,c66ceb4b-b8ca-441d-965f-246acfe6d7d6
C0255,Tanvi Joshi,tanvi.joshi255@example.com,Pune,West,Consumer,2025-04-27,customers.json,RetailMart,2026-07-21T13:08:30,b459409e-0e7f-499f-b2b3-9241303cc502
C0256,Meera Mehta,meera.mehta256@example.com,Jaipur,North,Corporate,2024-04-15,customers.json,RetailMart,2026-07-21T13:08:30,fc00e066-12cc-475e-97f4-0221124160b9
C0257,Aarav Jain,aarav.jain257@example.com,Ahmedabad,West,Corporate,2025-05-09,customers.json,RetailMart,2026-07-21T13:08:30,28efa30a-b811-48f9-80cd-ac173b6549f6
C0258,Meera Verma,meera.verma258@example.com,Delhi,North,Corporate,2024-03-16,customers.json,RetailMart,2026-07-21T13:08:30,254fd244-0864-4060-bd38-5d7765e68411
C0259,Diya Joshi,diya.joshi259@example.com,Delhi,North,Home Office,2024-05-07,customers.json,RetailMart,2026-07-21T13:08:30,ab1826fb-6f3c-4df5-a0c5-a5adcbb397ad
C0260,Yash Singh,yash.singh260@example.com,Pune,West,Corporate,2025-03-04,customers.json,RetailMart,2026-07-21T13:08:30,9b506f10-655a-4e5f-9482-4ef3d7a18be8
C0261,Varun Gupta,varun.gupta261@example.com,Kolkata,East,Corporate,2025-08-02,customers.json,RetailMart,2026-07-21T13:08:30,46239e29-aa8a-4e41-9874-dc9a38d860cc
C0262,Diya Kapoor,diya.kapoor262@example.com,Ahmedabad,West,Consumer,2024-05-04,customers.json,RetailMart,2026-07-21T13:08:30,a4e43303-6e79-4cc7-b401-8fe03c7b5dec
C0263,Yash Mehta,yash.mehta263@example.com,Chandigarh,North,Consumer,2024-08-06,customers.json,RetailMart,2026-07-21T13:08:30,12d1848a-8162-4c33-a195-1b6d7cd57587
C0264,Saanvi Patel,saanvi.patel264@example.com,Pune,West,Home Office,2025-11-06,customers.json,RetailMart,2026-07-21T13:08:30,ef85185e-8a75-4f3b-901d-6ced5167584f
C0265,Aarav Singh,aarav.singh265@example.com,Pune,West,Home Office,2025-12-23,customers.json,RetailMart,2026-07-21T13:08:30,be7871c9-ec8e-443e-94fa-b5a1bc62419c
C0266,Varun Mehta,varun.mehta266@example.com,Pune,West,Corporate,2025-02-28,customers.json,RetailMart,2026-07-21T13:08:30,e07542ae-057f-4a1d-a670-50c752278f61
C0267,Varun Patel,varun.patel267@example.com,Ahmedabad,West,Corporate,2024-11-22,customers.json,RetailMart,2026-07-21T13:08:30,cd2f5dde-373b-4c74-904a-3ebde7a60fc3
C0268,Zoya Kapoor,zoya.kapoor268@example.com,Ahmedabad,West,Corporate,2024-09-10,customers.json,RetailMart,2026-07-21T13:08:30,25018bd7-7b9e-4c1a-ae42-dc6165ef4b39
C0269,Kavya Gupta,kavya.gupta269@example.com,Hyderabad,South,Home Office,2025-03-23,customers.json,RetailMart,2026-07-21T13:08:30,96947e0f-5529-475d-99f0-f71aa3531cc0
C0270,Meera Kapoor,meera.kapoor270@example.com,Chennai,South,Consumer,2025-03-07,customers.json,RetailMart,2026-07-21T13:08:30,fc85a327-7df8-417c-911e-b1338774f065
C0271,Varun Kapoor,varun.kapoor271@example.com,Hyderabad,South,Corporate,2024-08-03,customers.json,RetailMart,2026-07-21T13:08:30,14e05482-d02a-4361-ae9d-62ea4005049b
C0272,Diya Joshi,diya.joshi272@example.com,Bhopal,Central,Consumer,2024-01-17,customers.json,RetailMart,2026-07-21T13:08:30,418111da-c1da-4916-bf17-9ecb3ae58818
C0273,Yash Saxena,yash.saxena273@example.com,Mumbai,West,Corporate,2024-04-20,customers.json,RetailMart,2026-07-21T13:08:30,392ba202-c6b4-4a78-b333-46a300705911
C0274,Tanvi Verma,tanvi.verma274@example.com,Delhi,North,Home Office,2025-11-30,customers.json,RetailMart,2026-07-21T13:08:30,4461c73d-2418-4b50-9c9c-c84c515d2913
C0275,Aarav Mehta,aarav.mehta275@example.com,Kolkata,East,Corporate,2024-11-01,customers.json,RetailMart,2026-07-21T13:08:30,dd956467-0c81-426d-b414-3737f7ffe805
C0276,Diya Verma,diya.verma276@example.com,Bhopal,Central,Corporate,2024-12-18,customers.json,RetailMart,2026-07-21T13:08:30,c23105b1-4052-4bf0-9c04-55023425ca55
C0277,Rahul Saxena,rahul.saxena277@example.com,Pune,West,Home Office,2024-12-06,customers.json,RetailMart,2026-07-21T13:08:30,0397c680-0623-4f5f-8457-d9939d2cc03c
C0278,Ananya Patel,ananya.patel278@example.com,Chennai,South,Home Office,2025-07-25,customers.json,RetailMart,2026-07-21T13:08:30,770bdfc8-f14b-4f09-b512-8bd510a782a2
C0279,Rohan Patel,rohan.patel279@example.com,Ahmedabad,West,Home Office,2024-02-17,customers.json,RetailMart,2026-07-21T13:08:30,52d47d46-85e9-48c2-af01-356286e2b3be
C0280,Varun Jain,varun.jain280@example.com,Lucknow,North,Consumer,2024-03-01,customers.json,RetailMart,2026-07-21T13:08:30,5859587a-2d7b-4b38-875c-a9345d1daaef
C0281,Ananya Gupta,ananya.gupta281@example.com,Chandigarh,North,Home Office,2024-07-20,customers.json,RetailMart,2026-07-21T13:08:30,2f170246-ffa4-456c-97e1-9498044348b6
C0282,Priya Gupta,priya.gupta282@example.com,Bhopal,Central,Home Office,2024-12-21,customers.json,RetailMart,2026-07-21T13:08:30,3013541e-417e-4c64-9772-2b286515021c
C0283,Saanvi Verma,saanvi.verma283@example.com,Delhi,North,Home Office,2025-05-04,customers.json,RetailMart,2026-07-21T13:08:30,55133ab6-abf1-4889-8d81-95c0232400be
C0284,Arjun Joshi,arjun.joshi284@example.com,Lucknow,North,Consumer,2024-12-24,customers.json,RetailMart,2026-07-21T13:08:30,414b20d3-1b05-429e-a0b8-a8dfdb9974dd
C0285,Priya Sharma,priya.sharma285@example.com,Lucknow,North,Consumer,2024-11-18,customers.json,RetailMart,2026-07-21T13:08:30,58278913-20ad-4830-905b-b8e14359d276
C0286,Aditi Singh,aditi.singh286@example.com,Hyderabad,South,Corporate,2025-11-15,customers.json,RetailMart,2026-07-21T13:08:30,e92da83d-ded0-4272-89f4-e3f8d5afe44f
C0287,Saanvi Mehta,saanvi.mehta287@example.com,Hyderabad,South,Consumer,2024-04-27,customers.json,RetailMart,2026-07-21T13:08:30,98153e9e-d867-450f-af87-6bccf0077048
C0288,Saanvi Saxena,saanvi.saxena288@example.com,Ahmedabad,West,Home Office,2025-02-21,customers.json,RetailMart,2026-07-21T13:08:30,cf4e904e-6aac-49b1-a83c-64ec717bf267
C0289,Ishaan Mehta,ishaan.mehta289@example.com,Mumbai,West,Consumer,2025-01-30,customers.json,RetailMart,2026-07-21T13:08:30,bc3075d6-2ec3-4b18-b19f-72eab189120c
